id,datum,locatie,inhoud,bron,getuigen,bijzonderheden
3000083,1645-11-24,Berkenrode,"request aan de Staten waarin Goedela van Haerlem van Berkenrode, weduwe van jhr Floris van Alkemade, verklaart dat wijlen haar broer jhr Diederick van Haerlem van Berckenrode, in leen hield een deel van de ambachtsheerlijkheid van Heemstede, streckende van de Gasthuislaen tot de Jan Lotslaen tot achter aen die Vaert, ende voort aen die heijnsloot voor aen sheerenwech, streckende oostwaerts 3 roeden in de wildernis, met ⅔ deel van de tienden die Jan van Heemstede aldaer placht te hebben, met de drifte van 2 paer oude swanen. Dat dit leen door Jan van Heemstede gehouden was tot een onversterfelijk erfleen, dat dus de Staten dit leen ten onrechte aan zich getrokken hebben. Zij verzoekt nu haar zoon jhr Henrick van Alckemade heer van de Linden hiermee te belenen.  Dit request is ongedateerd, maar op 1645-11-24 wordt als gevolg van dit request jhr Henrick van Alckemade met dit leen beleend, gedaan ten burele van de Camere van de rekeningen in den Hage. De andere lenen van Dirck van Berckenrode blijven echter aan de grafelijkheid; 1646-10-29: de ridderschap beleent jvr Goedela van Haarlem van Berkenrode Henrixdochter met dit leen, na dode van haar broer Diederick van Haerlem van Berckenroede Henricsz; hulde doet heer Arent van der Hooch (vgl 1621-05-07, 1649-02-10)","G.A. Heemstede Reg Holland van Heemstede 67 (465) fol 156v, 147v/Ms Opstraeten v.d. Molen dl III fol 739-741, fol 819",,
3000084,1647-06-28,Berkenrode,"Goedelt van Berckenrode van Haerlem, weduwe van jhr Florys van Alckemade, geassisteerd met haar zoon jhr Henrick van Alckemade, ontvangt van de Rekenkamer in pacht voor 6 jaren, voor 160£ van 40 groten per jaar, ingaande met dit lopende jaar:  1) ⅓ part van de tienden van Heemstede, 2) het schoutambacht van de ambachtsheerlijkheid en buurtschap van Vlieland bij Schoter capelle bij de stad Haarlem. Hiervoor mag zij voor 6 jaren een schout voorstellen die echter door de rekenkamer benoemd zal worden",Ms Opstraeten v.d. Molen dl III fol 823,,
3000085,1649-02-10,,"jhr Henrick van Alckemade Florisz, ambachtsheer van de Linde wordt beleend met: 1) een deel van de ambachtsheerlijkheid van Heemstede (Berkenrode, zie 1621-05-07 sub 3), 2) de Berckenroedse Houve te 's Gravensande, groot 18 morgen, hem aanbestorven bij dode van zijn moeder Goedela van Haerlem van Berckenroede Henricsdochter, weduwe van jhr Florys van Alckemade (vgl 1646-10-29)",Ms Opstraeten v.d. Molen dl III fol 820,,
3000086,,,,,,
3000087,,,,,,
3000088,,,,,,
3000089,,,,,,
3000090,,,,,,
3000091,,,,,,
3000092,,,,,,
3000093,,,,,,
3000094,,,,,,
3000095,,,,,,
3000096,,,,,,
3000097,,,,,,
3000098,,,,,,
3000099,,,,,,
3000100,,,,,,
3000101,,,,,,
3000102,,,,,,
3000103,,,,,,
3000104,,,,,,
3000105,,,,,,
3000106,,,,,,
3000107,,,,,,
3000108,,,,,,
3000109,,,,,,
3000110,,,,,,
3000111,,,,,,
3000112,,,,,,
3000113,,,,,,
3000114,,,,,,
3000115,,,,,,
3000116,,,,,,
3000117,,,,,,
3000118,,,,,,
3000119,,,,,,
3000120,,,,,,
3000121,,,,,,
3000122,,,,,,
3000123,,,,,,
3000124,,,,,,
3000125,,,,,,
3000126,,,,,,
3000127,,,,,,
3000128,,,,,,
3000129,,,,,,
3000130,,,,,,
3000131,,,,,,
3000132,,,,,,
3000133,,,,,,
3000134,,,,,,
3000135,,,,,,
3000136,,,,,,
3000137,,,,,,
3000138,,,,,,
3000139,,,,,,
3000140,,,,,,
3000141,,,,,,
3000142,,,,,,
3000143,,,,,,
3000144,,,,,,
3000145,,,,,,
3000146,,,,,,
3000147,,,,,,
3000148,,,,,,
3000149,,,,,,
3000150,,,,,,
3000151,,,,,,
3000152,,,,,,
3000153,,,,,,
3000154,,,,,,
3000155,,,,,,
3000156,,,,,,
3000157,,,,,,
3000158,,,,,,
3000159,,,,,,
3000160,,,,,,
3000161,,,,,,
3000162,,,,,,
3000163,,,,,,
3000164,,,,,,
3000165,,,,,,
3000166,,,,,,
3000167,,,,,,
3000168,,,,,,
3000169,,,,,,
3000170,,,,,,
3000171,,,,,,
3000172,,,,,,
3000173,,,,,,
3000174,,,,,,
3000175,,,,,,
3000176,,,,,,
3000177,,,,,,
3000178,,,,,,
3000179,,,,,,
3000180,,,,,,
3000181,,,,,,
3000182,,,,,,
3000183,,,,,,
3000184,,,,,,
3000185,,,,,,
3000186,,,,,,
3000187,,,,,,
3000188,,,,,,
3000189,,,,,,
3000190,,,,,,
3000191,,,,,,
3000192,,,,,,
3000193,,,,,,
3000194,,,,,,
3000195,,,,,,
3000196,,,,,,
3000197,,,,,,
3000198,,,,,,
3000199,,,,,,
3000200,,,,,,
3000201,,,,,,
3000202,,,,,,
3000203,,,,,,
3000204,,,,,,
3000205,,,,,,
3000206,,,,,,
3000207,,,,,,
3000208,,,,,,
3000209,,,,,,
3000210,,,,,,
3000211,,,,,,
3000212,,,,,,
3000213,,,,,,
3000214,,,,,,
3000215,,,,,,
3000216,,,,,,
3000217,,,,,,
3000218,,,,,,
3000219,,,,,,
3000220,,,,,,
3000221,,,,,,
3000222,,,,,,
3000223,,,,,,
3000224,,,,,,
3000225,,,,,,
3000226,,,,,,
3000227,,,,,,
3000228,,,,,,
3000229,,,,,,
3000230,,,,,,
3000231,,,,,,
3000232,,,,,,
3000233,,,,,,
3000234,,,,,,
3000235,,,,,,
3000236,,,,,,
3000237,,,,,,
3000238,,,,,,
3000239,,,,,,
3000240,,,,,,
3000241,,,,,,
3000242,,,,,,
3000243,,,,,,
3000244,,,,,,
3000245,,,,,,
3000246,,,,,,
3000247,,,,,,
3000248,,,,,,
3000249,,,,,,
3000250,,,,,,
3000251,,,,,,
3000252,,,,,,
3000253,,,,,,
3000254,,,,,,
3000255,,,,,,
3000256,,,,,,
3000257,,,,,,
3000258,,,,,,
3000259,,,,,,
3000260,,,,,,
3000261,,,,,,
3000262,,,,,,
3000263,,,,,,
3000264,,,,,,
3000265,,,,,,
3000266,,,,,,
3000267,,,,,,
3000268,,,,,,
3000269,,,,,,
3000270,,,,,,
3000271,,,,,,
3000272,,,,,,
3000273,,,,,,
3000274,,,,,,
3000275,,,,,,
3000276,,,,,,
3000277,,,,,,
3000278,,,,,,
3000279,,,,,,
3000280,,,,,,
3000281,,,,,,
3000282,,,,,,
3000283,,,,,,
3000284,,,,,,
3000285,,,,,,
3000286,,,,,,
3000287,,,,,,
3000288,,,,,,
3000289,,,,,,
3000290,,,,,,
3000291,,,,,,
3000292,,,,,,
3000293,,,,,,
3000294,,,,,,
3000295,,,,,,
3000296,,,,,,
3000297,,,,,,
3000298,,,,,,
3000299,,,,,,
3000300,,,,,,
3000301,,,,,,
3000302,,,,,,
3000303,,,,,,
3000304,,,,,,
3000305,,,,,,
3000306,,,,,,
3000307,,,,,,
3000308,,,,,,
3000309,,,,,,
3000310,,,,,,
3000311,,,,,,
3000312,,,,,,
3000313,,,,,,
3000314,,,,,,
3000315,,,,,,
3000316,,,,,,
3000317,,,,,,
3000318,,,,,,
3000319,,,,,,
3000320,,,,,,
3000321,,,,,,
3000322,,,,,,
3000323,,,,,,
3000324,,,,,,
3000325,,,,,,
3000326,,,,,,
3000327,,,,,,
3000328,,,,,,
3000329,,,,,,
3000330,,,,,,
3000331,,,,,,
3000332,,,,,,
3000333,,,,,,
3000334,,,,,,
3000335,,,,,,
3000336,,,,,,
3000337,,,,,,
3000338,,,,,,
3000339,,,,,,
3000340,,,,,,
3000341,,,,,,
3000342,,,,,,
3000343,,,,,,
3000344,,,,,,
3000345,,,,,,
3000346,,,,,,
3000347,,,,,,
3000348,,,,,,
3000349,,,,,,
3000350,,,,,,
3000351,,,,,,
3000352,,,,,,
3000353,,,,,,
3000354,,,,,,
3000355,,,,,,
3000356,,,,,,
3000357,,,,,,
3000358,,,,,,
3000359,,,,,,
3000360,,,,,,
3000361,,,,,,
3000362,,,,,,
3000363,,,,,,
3000364,,,,,,
3000365,,,,,,
3000366,,,,,,
3000367,,,,,,
3000368,,,,,,
3000369,,,,,,
3000370,,,,,,
3000371,,,,,,
3000372,,,,,,
3000373,,,,,,
3000374,,,,,,
3000375,,,,,,
3000376,,,,,,
3000377,,,,,,
3000378,,,,,,
3000379,,,,,,
3000380,,,,,,
3000381,,,,,,
3000382,,,,,,
3000383,,,,,,
3000384,,,,,,
3000385,,,,,,
3000386,,,,,,
3000387,,,,,,
3000388,,,,,,
3000389,,,,,,
3000390,,,,,,
3000391,,,,,,
3000392,,,,,,
3000393,,,,,,
3000394,,,,,,
3000395,,,,,,
3000396,,,,,,
3000397,,,,,,
3000398,,,,,,
3000399,,,,,,
3000400,,,,,,
3000401,,,,,,
3000402,,,,,,
3000403,,,,,,
3000404,,,,,,
3000405,,,,,,
3000406,,,,,,
3000407,,,,,,
3000408,,,,,,
3000409,,,,,,
3000410,,,,,,
3000411,,,,,,
3000412,,,,,,
3000413,,,,,,
3000414,,,,,,
3000415,,,,,,
3000416,,,,,,
3000417,,,,,,
3000418,,,,,,
3000419,,,,,,
3000420,,,,,,
3000421,,,,,,
3000422,,,,,,
3000423,,,,,,
3000424,,,,,,
3000425,,,,,,
3000426,,,,,,
3000427,,,,,,
3000428,,,,,,
3000429,,,,,,
3000430,,,,,,
3000431,,,,,,
3000432,,,,,,
3000433,,,,,,
3000434,,,,,,
3000435,,,,,,
3000436,,,,,,
3000437,,,,,,
3000438,,,,,,
3000439,,,,,,
3000440,,,,,,
3000441,,,,,,
3000442,,,,,,
3000443,,,,,,
3000444,,,,,,
3000445,,,,,,
3000446,,,,,,
3000447,,,,,,
3000448,,,,,,
3000449,,,,,,
3000450,,,,,,
3000451,,,,,,
3000452,,,,,,
3000453,,,,,,
