Nummer,Heemskerk,Sector,Oppervlakte,Eigenaar,Huurder,Huur/pacht/taxatie,Datum,Bron,Opmerkingen,,,, ,,
4101975,,[ten noorden van de Noordmaadweg],567 roeden ,Jacob Pieter Deckers van Castricum,Jan Jansz van Harlem,,1539,"Maatboek Heemskerk 56 fol 5, 81 ",,,,,,,
4101976,Smalweer,ten noorden van de Maedwech [tussen St Aechtendyc en het veer],1301 roeden ,"Jan Michielsz van der Does, de jvr van der Doest",,,1539,"Maatboek  Heemskerk 56 fol 3v, 18v, 54, 76",,,,,,,
4101977,,,"3622½  roeden, een weide",Jan van Duijvenvoerde tot Haerlem,verhuurt dit,,1570,100e penn Heemskerk 74 fol 33v,,,,,,,
4101978,,,"13802½ roeden, een huis met zaet-wei- en hooiland",de baljuw van Schyelant [van der Does] en de heer van Noortwijc,,verkoop: 167 £ ,1570,100e penn Heemskerk inv 74 II fol 32,verkoop,,,,,,
4101980,,ten zuiden van de Hecksloot,2913 roeden,"Peter Symonsz Dort en Jan Banninck, van Amsterdam     ",,,1539,Maatboek van Heemskerk 56 fol 15v,,,,,,,
4101981,"""t Hoflant""",,2844 roeden hooiland ,Jan van Duijvenvoerde ,verhuurt dit hooiland,40 £ ,1570,100e penn Heemskerk 74 fol 43,,,,,,,
4101982,"""Vuytgeest""",,660½ roeden hooiland ,"Jan van Duijvenvoerde, tot Haerlem",Pieter Aerntsz,9 £ ,1570,100e penn Heemskerk 74 fol 45,,,,,,,
4101983,,,1978 roeden,"Jan van Duijvenvoerde, tot Haerlem",verhuurt dit,22 £ ,1570,100e penn Heemskerk 74 fol 46v,,,,,,,
4101984,,,628 roeden geestland en 2844 roeden hooiland,Jan van Duvenvoorde tot Haerlem,verhuurt dit ,6 £ en 40 £ ,1570,100e penn Heemskerk 74 ,,,,,,,
4101985,,tussen Houtweg en Scilpweg ,438½ roeden ,Marytgen Valken ,,,1539,Maatboek Heemskerk 56 fol 39,,,,,,,
4101986,,,1078 roeden ,"Jan van Duvenvoorde, wonende tot Haerlem  ",verhuurt dit ,22 £ ,1570,100e penn Heemskerk 74 ,,,,,,,
4101987,,tussen de Ooster- en de Kerkweg,een huis met een boomgaard; 1652 roeden,heer Adriaen van Egmond ,"Adriaen Ronsz Vrontgen, zijn weduwe ",2 Kar gld,1561,10e penn Heemskerk 74 fol 17v,,,,,,,
4101988,,,"1 morgen 91 roeden, capelriegoed",Frits van Egmond ,heer Adriaen van Egmond ,6 Kar gld,1561,10e penn Heemskerk 74 fol 18  ,,,,,,,
4101989,,,eigen land, heer Adriaen van Egmond ,,getaxeerd voor 2 Kar gld,1561,10e penn Heemskerk 74 ,,,,,,,
4101990,,,671 roeden , heer Adriaen van Egmond ,verhuurt dit,5 Kar gld 10 st,1561,10e penn Heemskerk 74 fol 26,,,,,,,
4101991,,,911 roeden, heer Adriaen van Egmond ,,getaxeerd voor 7 Kar gld,1561,10e penn Heemskerk 74 ,,,,,,,
4101992,,,611½ roeden , heer Adriaen van Egmond ,,getaxeerd voor3 Kar gld 5 st ,1561,10e penn Heemskerk 74 fol 39,,,,,,,
4101993,,,259½ roeden, heer Adriaen van Egmond ,verhuurt dit,3 Kar gld 10 st,1561,10e penn Heemskerk 74 fol 55,,,,,,,
4101994,,,216½ roeden, heer Adriaen van Egmond ,verhuurt dit,2 Kar gld 2 st,1561,10e penn Heemskerk 74 fol 20,,,,,,,
4101995,,,1255½ roeden land met meer en 652 roeden, heer Adriaen van Egmond ,verhuurt dit,17 Kar gld,1561,10e penn Heemskerk 74 fol 16v,,,,,,,
4101996,,,1200 roeden , heer Adriaen van Egmond ,,getaxeerd voor 7 Kar gld,1561,10e penn Heemskerk 74 fol 32v,,,,,,,
4101997,,,"3515 roeden, een huis en land", heer Adriaen van Egmond ,verhuurt dit,48 Kar gld,1561,10e penn Heemskerk 74 fol 32v,,,,,,,
4101998,,,460 roeden en 800 roeden (huur inbegrepen bij 3515 roeden, heer Adriaen van Egmond ,verhuurt dit,,1561,10e penn Heemskerk 74 fol 32v,,,,,,,
4101999,,,720 roeden, heer Adriaen van Egmond ,huurt dit,3 Kar gld ,1561,10e penn Heemskerk 74 fol 19v,,,,,,,
4102000,,,1475 roeden, heer Adriaen van Egmond ,huurt dit,150 £ ,1561,10e penn Heemskerk 74 fol 19v ,,,,,,,
4102001,,,825 roeden,Dirc Coc,heer Adriaen van Egmond ,6 Kar gld 10 st,1561,10e penn Heemskerk 74 fol 28v,,,,,,,
4102002,,,1902 roeden,Galileaconvent bij Monikendam,heer Adriaen van Egmond ,20 Kar gld,1561,10e penn Heemskerk 74 fol 33,,,,,,,
4102003,,,1070 roeden ,heer Adriaen van Egmond met Gerrit Claesz  ,,getaxeerd voor 3 Kar gld,1561,10e penn Heemskerk 74 fol 33v,,,,,,,
4102004,,,624 roeden,heer Adriaen van Egmond ,verhuurt dit,getaxeerd voor 3 £ 5 st,1561,10e penn Heemskerk 74 fol 44v,,,,,,,
4102005,,,526 roeden,heer Adriaen van Egmond ,,getaxeerd voor 3 £ ,1561,10e penn Heemskerk 74 fol 45v,,,,,,,
4102006,,,1791½ roeden (179½) met zijn boomgaerd ,heer Adriaen van Egmond ,,getaxeerd voor 7 £ 10 st,1561,10e penn Heemskerk 74 fol 58v,,,,,,,
4102007,,,93 roeden ,heer Adriaen van Egmond  met Willem Ludolfsz ,,,1561,10e penn Heemskerk 74 fol 32v,,,,,,,
4102008,,tussen de Kerkweg en de grote Houtweg ,513½ roeden,heer Adriaen van Egmond ,,,1539,Maatboek Heemskerk 56 fol 33,,,,,,,
4102009,,tussen de Kerkweg en de grote Houtweg ,671 roeden ,heer Adriaen van Egmond ,,,1539,Maatboek  Heemskerk 56 fol 34,,,,,,,
4102010,,tussen grote en kleine Houtweg ,338 roeden,heer Adriaen van Egmond ,,,1539,Maatboek Heemskerk 56  fol 35v,,,,,,,
4102011,,"aan de oude dyk, tussen Houtweg en Scilpweg",255 roeden,heer Adriaen van Egmond ,,,1539,Maatboek Heemskerk 56 fol 38v,,,,,,,
4102012,"""den ouwen dijc""",tussen Scilpweg en Scouheining ,693 roeden,heer Adriaen van Egmond met Willem Ludolfsz  ,,,1539,Maatboek Heemskerk 56 fol 41v,,,,,,,
4102013,,"de N.Z.  van Grofweer, verhoefslacht in St Aachtendyk",1576 roeden,Albert van Egmond   ,,,1539,Maatboek Heemskerk 56 fol 2,,,,,,,
4102014,,ten oosten van de Hoogdorperweg vanaf Wyckervan,1810 roeden,Albert van Egmond   ,Anthonis Dormelsz  ,,1539,Maatboek Heemskerk 56 fol 17,,,,,,,
4102015,,ten oosten van de Hoogdorperweg vanaf Wyckervan,3613 roeden ,Albert van Egmond   ,Heynric Meijnertsz ,,1539,Maatboek Heemskerk 56 fol 45,,,,,,,
4102016,,ten oosten van de Hoogdorperweg vanaf Wyckervan,1803½ roeden ,Albert van Egmond   ,Cornelis Danielsz,,1539,Maatboek Heemskerk 56 fol 17v,,,,,,,
4102017,,ten oosten van de Hoogdorperweg vanaf Wyckervan,948 roeden ,Albert van Egmond   ,Heynric Meynertsz  ,,1539,Maatboek Heemskerk 56 fol 17v,,,,,,,
4102018,,ten oosten van de Hoogdorperweg vanaf Wyckervan,1332½ roeden,Albert van Egmond   ,Floris Jansz ,,1539,Maatboek Heemskerk 56 fol 17v,,,,,,,
4102019,,in het Grofweer ,2453 roeden ,Albert van Egmond   ,Heynric Meynertsz  ,,1539,Maatboek Heemskerk 56 fol 17v,,,,,,,
4102020,,tussen Hoogdorper- en Cuijckersweg ,2957½ roeden,Albert van Egmond   ,Heynric Meynertsz,,1539,Maatboek Heemskerk 56 fol 27v,,,,,,,
4102021,,tussen Hoogdorper- en Cuijckerweg ,2247 roeden,Albert van Egmond   ,Thonis Danielsz,,1539,Maatboek Heemskerk 56 fol 27v,,,,,,,
4102022,,in het Hoogdorperviertel bij zijn huis ,1832½ roeden land,Albert van Egmond   ,"Floris Jansz, ""die Clater"" ",,1539,Maatboek Heemskerk 56 fol 45,,,,,,,
4102023,,in het Hoogdorperviertel bij zijn huis ,2256½ roeden land,Albert van Egmond   ,Heynric Meynaertsz,,1539,Maatboek Heemskerk 56 fol 45v,,,,,,,
4102024,,campgen bij de sluis,948 roeden ,Albert van Egmond   ,Heynric Meynaertsz,,1539,Maatboek Heemskerk 56 fol 45v,,,,,,,
4102025,,campgen an den dyck,"901½ roeden  3 duim, ½ campgen an den dyck",Albert van Egmond   ,Cornelis Gherf Claesz,,1539,Maatboek Heemskerk 56 fol 78v,,,,,,,
4102026,,camp an Albert van Egmonts huys,"878 roeden  3 duim,  ¼ van een camp an Albert van Egmonts huys     ",Cornelis Gherf Claesz.z,,,1539,Maatboek Heemskerk 56 fol 78v,,,,,,,
4102027,,campgen an de dyk ,"901½ roeden  3 voet, ½ campgen an die dyk, 950 roeden",Albert van Egmond ,Cornelis Danielsz ,,1539,Maatboek Heemskerk 56 fol 79,,,,,,,
4102028,,camp an Albert van Egmonts huys, ¼ deel van een camp bij  Albert van Egmonts huys: 878 roeden 3 voet   ,Cornelis Danielsz ,,,1539,Maatboek Heemskerk 56 fol 79,,,,,,,
4102029,,,439 roeden zijn huis met land,Dirck Aeriaensz,,getaxeerd voor 5 £ ,1570,100e penn Heemskerk inv 74 II fol 23 ,,,,,,,
4102030,,,710 roeden ,Claes Dircsz van Egmondt,verhuurt dit,2 Kar gld 10 st,1561,10e penn Heemskerk inv 74 fol 8,,,,,,,
4102031,,"""in dye grote mien mat""","624 roeden, den abt ",Heijl Willem van Egmonts weduwe ,,,1539,Maatboek Heemskerk 56 fol 6,,,,,,,
4102032,,,"560 (360) roeden, den abt",Heijl Willem van Egmonts weduwe ,,,1539,Maatboek Heemskerk 56 fol 6,,,,,,,
4102033,,in Watercamp,2355 roeden,Heijl Willem van Egmonts weduwe ,"Ghysbert van Zijl, Jacop Verhoef  ",,1539,Maatboek Heemskerk 56 fol 8v,,,,,,,
4102034,,in het Breetweer,911 roeden ,Heijl Willem van Egmonts weduwe ,,,1539,Maatboek Heemskerk 56 fol 12,,,,,,,
4102035,,,3430½ roeden,weduwe van Steenbeek,Heijl Willem van Egmonts weduwe ,,1539,Maatboek Heemskerk 56 fol 13,,,,,,,
4102036,,    ,1620½ roeden,het Galilea convent,Heijl Willem van Egmonts weduwe ,,1539,Maatboek Heemskerk 56 fol 14v,,,,,,,
4102037,,tussen de Ooster- en de Kerkweg,"1072½ roeden, de abt",Heijl Willem van Egmonts weduwe ,,,1539,Maatboek Heemskerk 56 fol 30,,,,,,,
4102038,,tussen de Ooster-  en de Kerkweg  ,215½ roeden,Heijl Willem van Egmonts weduwe ,,,1539,Maatboek Heemskerk 56 fol 31,,,,,,,
4102039,,tussen de Ooster-  en de Kerkweg  ,510 roeden ,Heijl Willem van Egmonts weduwe ,,,1539,Maatboek Heemskerk 56 fol 31v,,,,,,,
4102040,,tussen Kerkweg en Grote Houtweg ,315 roeden,Heijl Willem van Egmonts weduwe ,,,1539,Maatboek Heemskerk 56 fol 33v,in margine: Jan Heynricsz,,,,,,
4102041,,tussen Kerkweg en Grote Houtweg ,798 roeden ,Heijl Willem van Egmonts weduwe ,,,1539,Maatboek Heemskerk 56 fol 33v,,,,,,,
4102042,,tussen Houtweg en Scilpweg ,454 roeden,Marytgen Valken,Heijl Willem van Egmonts weduwe ,,1539,Maatboek Heemskerk 56 fol 39,,,,,,,
4102043,,,"1080 roeden, met die bomgaert ",Heijl Willem van Egmonts weduwe ,,,1539,Maatboek Heemskerk 56 fol 40,,,,,,,
4102044,,,"550 roeden, ""after Heijlen op ten beeck""",Heijl Willem van Egmonts weduwe ,,,1539,"Maatboek Heemskerk 56 fol 44, 57",,,,,,,
4102045,,,"327½ roeden,""noch een acker over Heijlen croft""",Heynric Bartelmeus ,,,1539,Maatboek Heemskerk 56 fol 57v,,,,,,,
4102046,,,22 morgen 141 roeden ,Heijl Willem van Egmonts weduwe ,,,1539,Maatboek Heemskerk 56 fol 61,opsomming van haar bezit huur en eigen ,,,,,,
4102047,,,"711½ roeden,  ""die costers croft voer Heylen""",Heijl Willem van Egmonts weduwe ,,,1539,Maatboek Heemskerk 56 fol 62v,,,,,,,
4102048,,,"911 roeden, de abt",,Heijl Willem van Egmonts weduwe ,,1539,Maatboek Heemskerk 56 fol 22v,,,,,,,
4102049,,in Watercamp,1520½ roeden ,Heijl Willem van Egmonts weduwe ,,,1539,Maatboek Heemskerk 56 fol 24v,,,,,,,
4102050,,,"2327 roeden, Jacob van Egmontscroft", Jacob van Egmond,Heynric Bartelmeusz  ,,1539,Maatboek Heemskerk 56 fol 57v,,,,,,,
4102051,,,"14390 roeden, een slot met boomgaarden en land ",Con Majesteit,juffrouw van Egmont [van Meresteyn],90 £ ,1570,100e penn Heemskerk 74 II fol 19,,,,,,,
4102052,,,775 roeden hooiland ,Commenduer van St Jan te Haerlem ,"Cornelis Dircksz Gerstman, opschrift ""Wycker Duin""",8 £ ,1570,100e penn Heemskerk 74 fol 42 ,,,,,,,
4102053,,in Watercamp,1367½ roeden ,Dirck Cornelisz Gerstman ,,,1539,Maatboek Heemskerk 56 fol 8v,,,,,,,
4102054,,in Watercamp,575 roeden,Dirck Cornelisz Gerstman ,,,1539,Maatboek Heemskerk 56 fol 2 (21?),,,,,,,
4102055,,tussen Grote en Kleine Houtweg ,1010½ roeden en 267 roeden,Dirck Cornelisz Gerstman ,,,1539,Maatboek Heemskerk 56 fol 35,,,,,,,
4102056,,tussen Scilpweg en Scouheining,744 roeden,Dirck Cornelisz Gerstman ,,,1539,Maatboek Heemskerk 56 fol 41,,,,,,,
4102057,,bezijden Gerstmans ackers bezijden de Houdweg,"962½ roeden ""bij Gerstmanscampgen"", bezit van de abt van Egmond",Dirck Cornelisz Gerstman ,,,1539,Maatboek Heemskerk 56 fol 44,,,,,,,
4102058,,,"535 roeden, twee ackers an de Maerdyck ",Heynric Jan Bochtersz,Gerstman ,,1539,Maatboek Heemskerk 56 fol 63v,,,,,,,
4102059,,,"743 roeden, ""Gerstman land""",Gerstman ,Marigen Huygen   ,,1539,Maatboek Heemskerk 56 fol 73,,,,,,,
4102060,,,"1010½ roeden,  267 roeden en nog 1367½ roeden hooiland ",Dirc Cornelisz Gerstman ,Dirc Louwerysz,,1539,Maatboek Heemskerk 56 fol 86v,,,,,,,
4102061,,tussen de Hecksloot en de Oosterweg,668 en 770 roeden te Heemskerk,"Dirk van Gorstman [Gerstman ?], eigenaar ± 1593",in 1539 toekomen: Pieter Symonsz en Jan Banninck  ,,1539,Maatboek Heemskerk 56 fol 25v,,,,,,,
4102062,,,"1233 roeden, een weide te Heemskerk","Glaudi [van Gadifier], wonende te Brussel ",Dirck Jansz,22 £ ,1570,100e penn Heemskerk 74 II fol 18 ,,,,,,,
4102063,,in het Duijnviertel,923½ roeden ,Anthonis van der Guest [van der Goes],Heynric Pietersz,,1539,Maatboek Heemskerk 56 fol 66,,,,,,,
4102064,,tussen Scilpweg en Scouheining,923½ roeden ,Anthonius van Oest,,,1539,Maatboek Heemskerk 56 fol 40v,,,,,,,
4102065,,,310 roeden geestland ,"Claes van Gryecken, tot Haerlem",verhuurt dit,2 £ 5 st,1570,100e penn Heemskerk 74 fol 26,,,,,,,
4102066,,,1037½ roeden geestland ,Claes van Gryecken,verhuurt dit,"7,5 £ ",1570,100e penn Heemskerk 74 fol 33v,,,,,,,
4102067,,,310 roeden geestland,Claes van Gryecken,verhuurt dit ,2 Kar gld 5 st,1561,10e penn Heemskerk 74 fol 17,,,,,,,
4102068,,,310 roeden geestland,Claes van Gryecken,verhuurt dit,2 £ 5 st,1570,100e penn Heemskerk 74 fol 26,,,,,,,
4102069,,,1037½ roeden geestland ,Claes van Gryecken,verhuurt dit,"7,5 £ ",1570,100e penn Heemskerk 74 fol 33 ,,,,,,,
4102070,,,1001½ roeden          ,,Jacob Haecken ,,1561,"10e penn Heemskerk 74 fol 40v, 47v",,,,,,,
4102071,,,1001½ roeden          ,,Jacob Haecken ,,1570,100e penn 74 fol 5,,,,,,,
4102072,,,483 roeden ,Jacob Haecsz  tot Wyk op Zee,verhuurt dit ,,1570,100e penn 74 fol 29,,,,,,,
4102073,,,1720½ en 965½ roeden land te Wyck op zee,,Jacob Haecken ,,1570,100 e penn 74 fol 44 ,,,,,,,
4102074,,,,Haeck Guert Allards [Haecken dochter]; zie ook Guert Cornelis Dircsz weduwe  ,,,1561,"10e penn Heemskerk inv 74 I fol 40, 40v, 41, 46, 47, 47v  ",,,,,,,
4102075,,,670½ roeden hooiland ,Alijt Allartsdochter te Uitgeest½ ,Guert Allards [Haecken dochter] ,7 £ ,1570,100e penn 74 II fol 40,,,,,,,
4102076,,,"665 roeden geestland, bij Wouters",Cornelis Dircsz,,getaxeerd voor 3 £ ,1570,100e penn inv 74 II fol 19,,,,,,,
4102077,,,800 roeden hooiland,Cornelis Dircsz Munt ,Aelbert Dircsz,6 £ ,1570,100e penn inv 74 II fol 7v ,,,,,,,
4102078,,,"830½ roeden, zijn huis met land",Wouter Cornelisz,,getaxeerd voor 4 £ ,1570,100e penn inv 74 II fol 17v,,,,,,,
4102079,,,310 roeden geestland ,Claes van Grieken tot Haarlem,Allart Lourisz ,2 £ 5 st,1570,100e penn inv 74 II fol 26,,,,,,,
4102080,,,zijn huijs,de castelein van Arenberch,Jan Pietersz,4 £ ,1570,100e penn inv 74 II fol 29,,,,,,,
4102081,,,404 roeden geestland,Jan de bacxter in Beverwijc,Hubert Pietersz ,"2 £ 17,5 st",1570,100e penn inv 74 II fol 7,,,,,,,
4102082,,,404 roeden geestland,Jan de bacxter in Beverwijc,Cornelis Cornelisz Crall ,"2 £ 17,5 st",1570,100e penn inv 74 II fol 8,,,,,,,
4102083,[in Meynertsven],"I 21, 18 ~",1500 roeden,de barrevoetzusters te Haarlem,Meynert Pietersz,22 £ ,1570,100e penn inv 74 II fol 35v,,,,,,,
4102084,,,2503 roeden hooi- en geestland,de Kon.  Majesteit,Claes Heinricsz ,30 £ ,1570,100e penn inv 74 II fol 39V,,,,,,,
4102085,,,5458½ roeden hooi- en weiland,de Kon.  Majesteit,Cornelis Heynricsz kinderen,56 £ ,1570,100e penn inv 74 II fol 42v,,,,,,,
4102086,,,haer huijs,Hillegond Costers,,getaxeerd voor 3 £ ,1570,100e penn inv 74 II fol 24v,,,,,,,
4102087,,,"440 roeden ""van rijcke Floer""",Hillegont Costers ,,getaxeerd voor 2 £ ,1570,100e penn inv 74 II fol 24v,,,,,,,
4102088,,,"446 roeden ""van Gerrit Vermaer"" ",Hilligont Costers,,getaxeerd voor 1 £ 10 st,1570,100e penn inv 74 II fol 24v,,,,,,,
4102089,,IX 12~,"461 roeden ""after die Molenwerf""",Hillegont Costers,,getaxeerd voor 2 £  ,1570,100e penn inv 74 II fol 24v,,,,,,,
4102090,,,"918½ roeden ""die huuf""",Hillegont Costers,,getaxeerd voor 4 £ 10 st ,1570,100e penn inv 74 II fol 24v,,,,,,,
4102091,,,1156 roeden geestland,Hillegont Costers,Allart Lourisz ,15 £ ,1570,100e penn inv 74 II fol 26,,,,,,,
4102092,,,1040 roeden geestland,Jan Pietersz Deijman te Haerlem ,Willem Dircsz,8 £ ,1570,100e penn inv 74 II fol 4,,,,,,,
4102093,,,528 roeden geestland ,Jan van Duvenvoerde ,Maerten Walichsz,6 £,1570,100e penn inv 74 II fol 42v,,,,,,,
4102094,,,"2992 roeden geestland (hierbij een huuf van Jan van Schoeten, verhuurd voor 6 £ )",Jan van Duvenvoirt tot Haerlem,Rossen,25 £ ,1570,100e penn inv 74 II fol 35,,,,,,,
4102095,,,1058 roeden hooiland,Jan de Grebber in Beverwijk,Jan Pieter Nellensz,9 £ ,1570,100e penn inv 74 II fol 17,,,,,,,
4102096,,,2058½ roeden hooiland,Jan de Grebber in Beverwijk,Louris Pieter Nellenz,13 £ ,1570,100e penn inv 74 II fol 11v,,,,,,,
4102097,,,413½ roeden geestland,Aerian Cornelisz Buds,Dirck Dircksz,5 £ ,1570,100e penn inv 74 II fol 2,,,,,,,
4102098,,,262 roeden geestland,Aerian Dircsz tot Wyk op Zee,Dirc Dircsz ,2 £ 5 st,1570,100e penn inv 74 II fol 2,,,,,,,
4102099,,,1020 roeden geestland,Aerian Dircsz tot Wyk op Zee,Hubert Pietersz ,6 £ 17 st,1570,100e penn inv 74 II fol 7,,,,,,,
4102100,,,1305 roeden hooiland,Aerian Dircsz tot Wyk op Zee,Thonis Lourisz ,9 £ 5 st,1570,100e penn inv 74 II fol 17v,,,,,,,
4102101,,,1305½ roeden ,Aerian Dircsz tot Wyk op Zee  ,Pieter Jacopsz,9 £ 5 st,1570,100e penn inv 74 II fol 8v,,,,,,,
4102102,,,3431 roeden weiland,Aerian Dircsz tot Wyk op Zee,Louris Jansz Coster en Joris Jansz,40 £ ,1570,100e penn inv 74 II fol 24v,,,,,,,
4102103,,,"7772 roeden, huijs met hoij- en geestland",Aerian Dircsz tot Wyk op Zee,Dirc Dircsz ,60 £ ,1570,100e penn inv 74 II fol 2,,,,,,,
4102104,,,386½ roeden,Aerian Gerritsz tot Wyk op Zee,Cors Garbrantsz ,4 £ ,1570,100e penn inv 74 II fol 5,,,,,,,
4102105,,,611½ roeden hooiland,Aerian Gerritsz tot Wyk op Zee ,Louris Allartsz,7 £ 10 st,1570,100e penn inv 74 II fol 11,,,,,,,
4102106,,,732 roeden geestland,Aerian Gerritsz tot Wyk op Zee ,Willem Dircsz,6 £ 15 st,1570,100e penn inv 74 II fol 4,,,,,,,
4102107,,,2014½ roeden geestland,Aerian Gerritsz tot Wyk op Zee,Jan Woutersz,24 £ ,1570,100e penn inv 74 II fol 25,,,,,,,
4102108,,,zijn huijs,Aerian Maertsz ,,getaxeerd voor 1 £ ,1570,100e penn inv 74 II fol 29,,,,,,,
4102109,,,500 roeden hooiland,Aerian Symonsz te Wyk op Zee ,Aelbert Dircsz ,5 £ ,1570,100e penn inv 74 II fol 7v,,,,,,,
4102110,,,577½ roeden geestland,Maerten Cornelisz  ,Louris Cornelisz,"6,5 £ ",1570,100e penn inv 74 II fol 11v,,,,,,,
4102111,,,554½ roeden geestland,mr. Maerten [Jacbsz] tot Haerlem ,Cornelis Cornelisz Crall ,5 £ 10 st,1570,100e penn inv 74 II fol 8,,,,,,,
4102112,,,700 roeden geestland,mr. Maerten Jacopsz tot Haerlem,Gerrit Claesz,4 £ ,1570,100e penn inv 74 II fol 37,,,,,,,
4102113,,,1126 roeden geestland,mr. Maerten [Jacopsz] tot Haerlem,Hubert Pietersz ,8 £ ,1570,100e penn inv 74 II fol 7,,,,,,,
4102114,,,4022 roeden geestland,mr. Maerten [Jacobsz] tot Haerlem,Pieter Dircsz,47 £ ,1570,100e penn inv 74 II fol 25v,,,,,,,
4102115,,,1360½ roeden hooi- en geestland,mr. Maerten [Jacobsz] tot Haerlem,Claes Dircsz,8 £ ,1570,100e penn inv 74 II fol 10v,,,,,,,
4102116,,,526 roeden geestland,Griet Splintersdochter,Claes Ysbantsz,4 £ ,1570,100e penn inv 74 II fol 26,,,,,,,
4102117,,      ,533 roeden geestland ,Grijet Splinters,Thonis Willemsz,5 £ ,1570,100e penn inv 74 II fol 18,,,,,,,
4102118,,,"1045½ roeden, ""voer Cornelis Pietersz""",Grijet Splinters,,getaxeerd voor 5 £ 10 st ,1570,100e penn inv 74 II fol 34v,,,,,,,
4102119,,,haer huijs,Marygen Aerians,,getaxeerd voor 2 £ ,1570,100e penn inv 74 II fol 24v,,,,,,,
4102120,,,"154 roeden, haer huijs met een acker",Marijgen Aelbertsdochter,,getaxeerd voor 4 £ ,1570,100e penn inv 74 II fol 32,,,,,,,
4102121,,,"1770½ roeden, 2 campen (Heemskerk)",Marijgen Aelbertsdochter,,getaxeerd voor 9 £ ,1570,100e penn inv 74 II fol 32,,,,,,,
4102122,,,1200 roeden weiland (Heemskerk),Marigen Gerrits tot Haerlem ,Michiel Thamisz,14 £ ,1570,100e penn inv 74 II fol 42v,,,,,,,
4102123,,,"60 roeden ""2 ackers twychen weeghen"" (Heemskerk)",Thijs Henricsz,,getaxeerd voor 5 st,1570,100e penn inv 74 II fol 25v,,,,,,,
4102124,,,757½ roeden geestland ,zijn broers kinderen (Claes of Meynert ?),Louris Heynricsz ,10 £ ,1570,100e penn inv 74 II fol 37v,,,,,,,
4102125,,,786½ roeden hooiland,Meinert Heinricsz kinderen,Jan Jansz ,10 £ 10 st,1570,100e penn inv 74 II fol 42v,,,,,,,
4102126,,,786½ roeden hooiland,"Meynert Heinricsz kinderen, St Aechtendyk ",Claes Willemsz    ,10 £ 10 st,1570,100e penn inv 74 II fol 39,,,,,,,
4102127,,,"481½ roeden, ""voer mijn vrou's laen"" (van het huis Heemskerk ?)",Meynert Pietersz,,getaxeerd voor 2 £  ,1570,100e penn inv 74 II fol 35v,,,,,,,
4102128,,,"720 roeden, ""2 ackers voer Pieter Ghijssen""",Meynert Pietersz,,getaxeerd voor 2 £ 10 st,1570,100e penn inv 74 II fol 35v,,,,,,,
4102129,,,"1313 roeden croft,  ""voer myn vrou's laen""",Meynert Pietersz,,getaxeerd voor 7 £ ,1570,100e penn inv 74 II fol 35v,,,,,,,
4102130,,,583 roeden weiland,Michiel Thamisz,,getaxeerd voor 7 £ ,1570,100e penn inv 74 II fol 42v,,,,,,,
4102131,,,1200 roeden geestland,Neelgen Vrerix,Cornelis Gerritsz,12 £ ,1570,100e penn inv 74 II fol 36,,,,,,,
4102132,,,1138½ roeden ,Paeng Aelbertsz tot Wyk op Zee,"Reynu Gerrits, huurcedul dd 1564-01-17",8 £ 15 st,1570,100e penn inv 74 II fol 28,,,,,,,
4102133,,,"100½ roeden, ""voer Louris Heynricsz""",Pieter Dircsz,,getaxeerd voor 1 £  ,1570,100e penn inv 74 II fol 26v,,,,,,,
4102134,,,"393 roeden, ""after Gerrit Claesz"" ",Pieter Dircsz,,getaxeerd voor 1 £ 10 st,1570,100e penn inv 74 II fol 26v,,,,,,,
4102135,,,zijn huijs,Pieter Dircsz Vader,,getaxeerd voor 3 £  ,1570,100e penn inv 74 II fol 32v,,,,,,,
4102136,,,376 roeden een acker,Pieter Dircsz Vader,,getaxeerd voor 1 £ ,1570,100e penn inv 74 II fol 31v,,,,,,,
4102137,,,400 roeden geestland ,Pieter Jacopsz,,getaxeerd voor 1 £ 10 st,1570,100e penn inv 74 II fol 29,,,,,,,
4102138,,,424 roeden ,Pieter Jacopsz,,getaxeerd voor 1 £ 10 st,1570,100e penn inv 74 II fol 29,,,,,,,
4102139,,,475 roeden geestland,Pieter Jacopsz,,getaxeerd voor 2 £ ,1570,100e penn inv 74 II fol 29,,,,,,,
4102140,,,686 roeden geestland,Pieter Jacobsz,,getaxeerd voor 2 £ 5 st,1570,100e penn inv 74 II fol 8v,,,,,,,
4102141,,,"800 roeden geestland, met zijn huis",Pieter Jacobsz,,getaxeerd voor 3 £ 10 st,1570,100e penn inv 74 II fol 8v,,,,,,,
4102142,,,"2120 roeden, ""Anna Wouterzaet""met ""Luchtensaet"" ",Pieter Pietersz,,getaxeerd voor 8 £ 5 st,1570,100e penn inv 74 II fol 15,,,,,,,
4102143,,,2180 roeden hooi-en geestland,Pieter Willemsz tot Noertwijc,Dirc Claesz ,20 £ 10 st,1570,100e penn inv 74 II fol 32v,,,,,,,
4102144,,,2153½ roeden hooiland,"mr. Reijer, tot Amsterdam ",Willem Claesz ,"13,5 £ ",1570,100e penn inv 74 II fol 10,,,,,,,
4102145,,,2155½ roeden hooiland,"mr. Reijer, tot Amsterdam ",Claes Dircsz,"11,5 £ ",1570,100e penn inv 74 II fol 10v,,,,,,,
4102146,,,haer huijs,Reijnu Gerrits,,getaxeerd voor 1 £ 5 st ,1570,100e penn inv 74 II fol 28,,,,,,,
