id,datum,naam,inhoud,bron,getuigen,bijzonderheden
1211251,1573-03-14,Vogelsanc,"jhr Jan Vogelsanc, gouverneur van Bueren, gecommitteerd tot rentmeester van het convent van Marienweerd en gestel. goederen in den lande van Buren",Navorscher jg 1897 p 382/Depeches Willem I,,
1211252,1230-04-26,"Vogelvliet, van","deken en kapittel van St Pieter te Utrecht verpachten aan het gasthuis van Emelisse een deel van hun tienden aldaar gelegen, onder de getuigen: Willelmus zoon van Henricus de Voghelvliet","v.d. Bergh I no 320, 321",,
1211253,1631-02-11,Volbit,"leen van Amstel: no 35F) de helft van het Hofland te Ouder Amstel, Claes Cornelisz te Ouderkerk na overdracht door Andries Pos Claesz, burger van Amsterdam, belend oost: Antonis Gerritsz Volbit, west: Tyman Boudynsz; 1616-09-12: no 35G) de helft van het leen:  Antonis Gerritsz Volbit, scheepmaker te Ouder Amstel bij koop van Jacob Bakker Willemsz, burger van Amsterdam",Ons Voorgeslacht 09-1988 p 372,,
1211254,1496-03-04 (1495),Volkier,"schepenen van Gorinchem: Cornelis Volkier, zegel een haan?  en Dierck Spronc, zegel afgesleten nog zichtbaar een vogel in de linker bovenhoek",A.R.A. Rek Rentmeester no 2218 tussen fol 5v en 6,,
1211255,,Volger,"dopen, trouwen etc van de familie Volger",DTB Knollendam,,
1211256,1658-12-13,Volger,"Jacob Garbrants en Cornelis Remmens Volger, armen voogden tot Akersloot, eisers contra de heer Willem Jansz, schout tot Akersloot, gedaagde (zie ook 1659-01-02)",R.A.H. Recht Arch no 104/Schepenrol van Akersloot,,
1211257,1583-10-29,Volger~,"Willem Michgielsz [Volger ?], van Akersloot, geassisteerd met Jan Jansz en Marry Fransdochter van Amsterdam, 20 jaar, geen ouders hebbende, geassisteerd met haar zuster Neel Fransdochter",G.A. Amsterdam 403 fol 25,,
1211258,1648-03-22,Volger,"Michiel Remmen Volger te Akersloot vermeld als oom van moederszijde en voogd over Jan Pietersz de Goyer te Alkmaar, Cornelis Michiels Volger vermeld als getuige in dezelfde akte",Notaris Baert Jans Heerencarspel protocol no 123,,
1211259,1655,Volger,contract van schout en schepenen met Cornelis Michielsz Volger betreffende het aanbrengen van het uurwerk in de toren,Arch Akersloot Verslagen 1926 no 70,,Michiel Volger een bekend uurwerk en instrumentmaker te Wormerveer
1211260,1656-06-16,Volger,"Willem Jansz Boel, schout van Akersloot, verkoopt aan Maritje Dircxdochter en haar kinderen, weduwe van Michiel Remmers Volger, onze inwonende buerllluyden, een cleen Bussyen, aangekomen an de erfgenamen van Amchtelt Maertens, gelegen achter de sluysbuert, belend noord: het Kempdykje bij het polderhuisje, oost en zuid: het meertje, west: de werf of hofstede van Maritje Dirxdochter, voor 28 current gld",Recht Arch Akersloot 113 fol 557v,"getuige: Wilhem Volger, secretaris",
1211261,1656-09-15,Volger,"mr Cornelis Jacobsz Ploeger, leedsetter tot Gisp, verkoopt aan Cornelis Akersloot een huis en erf op de sluysbuurt binnen de ban van Akersloot, belend oost: de erfgenamen van Neel Willemsdochter, zuid: de Tochtsloot, west: Cornelis Remmesz Volger, noord: de verkoper",Recht Arch Akersloot 113 fol 564,,
1211262,1657-08-21,Volger,"Claes Symonsz van der Lijn, schout tot Limmen ex officio, eiser contra Willem Michielsz Volger, secretaris tot Akersloot, gedaagd (nog secretaris op 1661-08-12)",R.A.H. Recht Arch no 104/Schepenrol van Akersloot,,
1211263,1658-02-01,Volger,"Jan Jacobsz heeft voor zijn zuster Neel Jacobs verkocht aan Willem Volger, secretaris en buurman van Akersloot, een huis en erf aan de waterzij binnen Akersloot, met de sloot aan de voorzijde, belend zuid: Jan Adriaensz Gorter, west: de waart, noord de kinderen van Adriaen Symonsz, oost: de schouwdijck, voor 950 Kar gld",Recht Arch Akersloot 113 p 582,,
1211264,1659-03-24,Volger,"Jan Michiels Volger verkoopt aan Garbrand Jans Pater, onsen inwoonende bueramn, een crofje land gelgen voor middele- tot Akersloot, groot 123 roeden, belend oost: de schouwijk, zuid: Hillegont Dircx, west: … (open gelaten), noord: de weduwe van Claes Theunis, voor 244 gld tot 40 gr Vls het stuk",Recht Arch Akersloot 113 p 598v,,
1211265,1658-05-31,Volger,"Cornelis Remmerts Volger (ook 1660-03-11) en Jacob Gerbrants, armenvoogden van Akersloot","Recht Arch Akersloot 113 p 592, 605v",,
1211266,1660-03-06,Volger,"Cornelis Remmons Volger en Gerrit Claes, armenvoogden compareren; getekend o.a. door Wilhem Volger als secretaris; 1662-03-03: voor de laatste keer secretaris",Recht Arch Akersloot 113 ,,
1211267,1661-03-20,Volger,"Wilhem Volger, secretaris van Akersloot, rechtelijk voogd van Marytgen Sybrants d'Oude",Recht Arch Akersloot 113 fol 618 v,,
1211268,1661-03-31,Volger,"Symon Adriaens en Jacob Garbrantsz, schepenen van Akersloot en Jan Adriaensz, oudschepen, als gerechtelijke voogden van Neel, Aecht en Antge Symon Adriaensdochter voorschreven, aan Jan Jansz Huysman een huis en erf aan de waterzij tot Akersloot, belend zuid: Wilhem Volger, secretaris, west: de Vaert, noord: Pieter Jacobsz, oost: de Schoudijk, voor fl 450",Recht Arch Akersloot 113 fol 620v,,
1211269,1661-04-26,Volger,"Wilhem Volger, secretaris, verkoopt aan Rem Willems, onze inwonende buerman, een stuk land in de polder van Claes Hoorn binnen deze banne, groot 3 morgen 574 roeden, belend noord: Ariaen Symons, oost: de Corpersloot, zuid: de kinderen van Jacob Dircks Cooper, west: Rem P Heinis, voor 1322 gld 2st 15 penn",Recht Arch Akersloot 113 fol 621,,
1211270,1662-03-03,Volger,"Pieter Cornelisz verkoopt aan Gaef Dircks een huis en erf aan de Zeuijsbuert tot Akersloot, belend west: de Schoudijck, noord: Pieter Jansz, oost: Wouter Michielsz Volger, zuid: de koper, voor 554 gld",Recht Arch Akersloot 113 fol 624,getekend door Wilhem Volger als secretaris (laatste keer),
1211271,1662-12-28,Volger,"Lourens Cornelisz met zijn 3 zoons Cornelis, Isbrant en Jan, buerluyden alhier, zijn schuldig aan Jan Willemsz Boet, houtkoper, Gaef Dirksz Botter en aan Wilhem Michielsz Volger, buerluyden alhier, de somme van 425 Kar gld, onder verband van: - een stuk land genaamd het Omloop, 703 roeden, belend noord: Jacob Lourensz, zuid: de Groote Ven; - een stuk land genaamd Jan Aemkersacker, groot 376½ roeden, belend noord: Lambert Gerretsz, zuid: de stad Haarlem; - ""noch haer porsse in de Wurfkoyen"" en een akker in de Mient, samen 328 roeden, belend west: Mies Cornelisz, oost: Jan Albertsz Ven, alle gelegen in de Westwouderpolder, bij de Stierp in de banne van Akersloot","Recht Arch Akersloot 113 fol 659v, 660",,
1211272,1665-06-08,Volger,"Cornelis Jansz verkoopt aan Jan Willemsz Boet, schout van Akersloot, een deel van een stukje land geheten de Busch, gelegen bij de Sluysbuert, belend oost: het meertie, zui: Jacob Tuenisz, west: de sloot, noord: Cornelis Remmen Volger",Recht Arch Akersloot 113 fol 688v,,
1211273,1665-11-06,Volger,"Willem Danelsz B…ijer (?) op Langedyck aan Jan Adriaensz Gorter een half huis en erf, gemeen met de koper zelf, belend oost: de Schoudijk, zuid: Maritie Pietersz, west: de gemene vaert, noord: Willem Volger",Recht Arch Akersloot 113 fol 693v,,
1211274,1668-03-09,Volger,"Adriaen Simensz Neeoom, buerman te Akerslooterwoude, verkoopt aan Claes Willemsz en Willem Claesz, buerlieden te Akersloot, een stuk land genaamd de Ven van Dirck Cornelisz en het Campis, groot 1337 roeden in de polder B…. in onze banne, belend oost: de watering, zuid: Wouter Michielsz en Willem Simensz, west: de geestackers, noord: de koper",Recht Arch Akersloot 113 fol 728v,,
1211275,1669-06-06,Volger,"Nanningh Gerritsz en Poulus Jansz te Wormerveer verkopen aan Cornelis Mighielsz orlogiemaker, 151 roeden in een stuk land groot in het geheel 951 roeden gelegen bij Wormerveer, ""agter de koopers wyt, op te Kuipsloot"", belend zuid: de weduwe van Roo Claes, noord: de koper c.s., voor 1000 Kar gld",R.A. no 1584 fol 247,,
1211276,1669-06-06,Volger,"Jan Adriaensz Gorter verkoopt aan Cornelis Adriaensz Gorter een huis en erf aan de Watersyde te Akersloot, belend oost: de Schoudyck, zuid: Maritie Pietersz, west: de gemene Vaert, noord: Willem Michielsz Volger",Recht Arch Akersloot 114 fol 757,,
1211277,1669-06-10,Volger,"Maritie Jansdochter weduwe van Lourens Gerritsz transporteert aan Wouter Michielsz Volger, buerman te Akersloot, de helft van een stuk land genaamd Bessenven, groot 258 roeden, in de Binnenyedsierpolder ?, beoorden de Kerkdyck, waarvan de koper de andere helft bezit, belend oost: de Strammersloot ? , zuid: Jan Jacobsz Schouten c.s, west: de Geestackers, noord: Claes willemsz cs, voor fl 500 Kar gld",Recht Arch Akersloot 114 fol 759,,
1211278,1673-09-03,Volger,"compareert voor schout en schepenen van Ouderamstel Wouter Michielsz Volger, schipper van Akersloot, tegenwoordig liggende met zijn schip alhier, en zijn vrouw Anne Gerrits, hij ziek te bedde liggend, maken hun testament, wederzijds vruchtgebruik, verder aan hun kinderen",Arch Ouderamstel ?,,
1211279,1674-01-05,Volger,"Cornelis Adiraensz Gorter verkoopt aan Jan Adriaensz Gorter een huis en erf aan de Waterzij te Akersloot, belend oost: de Schoudyck, zuid: Rem Claesz, west: de gemene vaert, noord: Willem Michielsz Volger, voor fl 400",Recht Arch Akersloot 114 fol 825v,,
1211280,1676-02-21,Volger,"Anna Gerrits, weduwe van Wouter Michielsz Volger, voor haar en haar erven, transporteert aan Jan Willemsz Thoop, buerman, een huis en erf groot 191 roeden, belend oost: de sluis van de polder achter Hongres ? en het meertie, zuid: het meertie en Gaeff Dirksz Butter, west: Gaef en Aryaentje Thuenis, noord: Jan Pietersz Mes, voor gl 400",Recht Arch Akersloot 114 fol 869,,
1211281,1676-02-21,Volger,"Anna Gerrits, weduwe van Wouter Michielsz Volger, voor haar en haar erven, transporteert aan Jan Jacobsz Vos, buerman, een stuk land genaamd Bessenven, groot 516 roeden, belend oost: de Strontsloot, zuid: Machteltie Bastiaens c.s, west: Maerten Cornelis Boet en Machteltie Bastiaens, noord: Claes Willemsz cs, voor 450 Kar gld",Recht Arch Akersloot 114 fol 869,,
1211282,1677-06-22,Volger,"Jan Michielsz Volger en Cornelis Michgielsz Volger, wonende op Wormerveer, ooms en bloedvoogden van de minderjarige kinderen van wijlen Jacob Michielsz Volger, last hebbende van de weesmeesteren tot Wessanen, dd 05-25 jl, verkopen aan Jan Pietersz, buerman te Akersloot, een stuk land genaamd het Schepelant, groot 396½ roeden in de ban van Akersloot, belend oost, zuid: het meertie, west: Pieter Claesz cs, voor 394 Kar gld",Recht Arch Akersloot 114 fol 920v,,
1211283,1677-04-03,Volger,"Anna Gerrits, weduwe van Wouter Michielsz Volger, transporteert aan Jan Jacobsz Sluys, buerman, 3/64 part scheeps aan een schip genaamd de St Pieter, liggende tegenwoordig tot Amsterdam, waar Jan Jacobsz Sluys schipper op is, voor 255 gld",Recht Arch Akersloot 114 fol 907v,,
1211284,1680-02-22,Volger,"Dirck Jansz te Crommeniedijk verkoopt aan Tuenis Cornelisz Smit te Akersloterwoude een stuk land geheten Jan Rastenmadt en Tyssmadt groot 1206 roeden te Akersloot, belend oost: de Verer ? sloot, zuid: de erfgenamen van Anna Gerrits, west: de erfgenamen van Timen Janse, noord: de Vaertsloot",Recht Arch Akersloot 115 ?,,
1211285,1690-01-24,Volger,"Jacob Jacobsz Veel, eiser, contra Claes Volger, woonachtig in de Beverwyck, gedaagde en gearresteerde, om te ondertekenen een obligatie op 1689-12-31 tbv eiser verleden voor notaris Symon Spout te Alkmaar","R.A.H. Recht Arch no 105 fol 183v, 186, 187v, 188v, 189/Schepenrol van Akersloot",,
1211286,1617-08-05,Volger,"codicil: Anna Gerritsdochter weduwe van Adriaen Cornelisz Volger, te Alkmaar",G.A. Alkmaar Not Arch Inv no 23 fol 136,,
1211287,1618-04-10,Volger,"attestatie van Hessel Pietersz en Willem Dirksz, beide bierstekers te Enkhuizen tbv Cornelis Claesz Volger en Willem Willemsz Kesse, beiden te Alkmaar, over het brouwen van bier",Not Arch Enkhuizen 842 p 9,,
1211288,1623-02-19,Volger,"testament van Jannitgen Evertsdcochter, poorterse, weduwe van Cornelis Claesz Volger",G.A. Alkmaar Not Arch Inv no 65 fol 26,,
1211289,1632-12-12,Volger,"testament van Trijntje Cornelis Volger, jd",G.A. Alkmaar Not Arch Inv no 108 fol 142,,
1211290,1640-02-02,Volger,"testament van Grietge Cornelis Volger, jd",G.A. Alkmaar Not Arch Inv no 86 fol 89v,,
1211291,1640-05-10,Volger,"losrenten kantoor Alkmaar: verschijndag 05-31, Michiel Remmen [Volger] fl 500 - fl 20; 1646-06-22/07-01: Michiel Remmen Volger fl 1300 - fl 52",Arch. Gecomm Raden Noorderquartier Inv 51,,
1211292,1641-02,Volger,"losrenten kantoor Alkmaar: verschijndag 03-07, Machiel Remmen Volger, fl 500 - fl 20; 1641-09-17/09-27: Machiel Remmen Volger fl 500 - fl 20",Arch. Gecomm Raden Noorderquartier Inv 51,,
1211293,1643-01-27,Volger,"testament van Pieter Abrahamsz Walop en Grietgen Jacobs Volger, poorters",G.A. Alkmaar Not Arch Inv no 138 fol 296,,
1211294,1654-08-03,Volger,"testament van Grietje Cornelis Volger, tot Alkmaar",G.A. Alkmaar Not Arch Inv no 123 akte no 213,,
1211295,1691-10-30,Volger,"lijfrenten kantoor Alkmaar: verschijndag 1692-12-01, Jan Dircksz Gijsen 1250 gld ten lijve van Adriaen Willemsz Volger, oud 1 jaar, vader is Willem Adriaensz Volger, moeder Lijsbeth Jans, fl 100; Willem Adriaensz Volger tot Saandam 1250 gld ten lijve van Dircck Willemsz Volger, oud 8 jaren, vader is Willem Adriaensz Volger en moeder Lysbeth Jans, fl 100; 1250 gld ten lijve van Maertje Willems Volger, oud 4 jaren, ouders als voren, fl 100; 1250 gld ten lijve van Gerrit Willemsz Volger, oud 2 jaren, ouders idem; Claes Jansz Gijsen tot Zaandam 625 gld ten lijve van Adriaen Willemsz Volger, oud 6 jaren, ouders als voren",Arch. Gecomm Raden Noorderquartier Inv 51,,
1211296,1693-07-31,Volger,"lijfrenten kantoor Alkmaar: Trijn Pieters 1250 gld ten lijve van Claes Volger, oud 6 jaren, vader was Aris Volger, moeder de voornoemde Trijn Pieters, verschijndag 1693-09-01, fl 100; Trijn Pieters 1250 gld ten lijve van Arien Volger, oud 4 jaren, ouders als voren",Arch. Gecomm Raden Noorderquartier Inv 51,,
1211297,1693-08-01,Volger,"losrenten kantoor Alkmaar: verschijndag 12-01, Pieter Ariens Volger fl 2500 - fl 100",Arch. Gecomm Raden Noorderquartier Inv 51,,
1211298,1693-08-01,Volger,"lijfrenten kantoor Alkmaar: verschijndag 12-11, Willem Ariensz Volger fl 1250 ten lijve van Jan Willemsz Volger, oud 1 jaar, vader is Willem en moeder Lysbeth Jans, fl 100",Arch. Gecomm Raden Noorderquartier Inv 51,,
1211299,1694-07-09,Volger,"losrenten kantoor Zaandam: verschijndag 12-01, Willem Ariensz Volger, tot Zaendam, fl 2500 - fl 100",Arch. Gecomm Raden Noorderquartier Inv 51,,
1211300,1695-10-26,Volger,"lijfrenten kantoor Medemblik: Marytje Adams, tot Saerdam, 1111 gld 2st 4 penn ten lijve van Neeltje Jacobs, oud 12 jaar, vader was Jacob Adriaensz Volger en moeder is Marytje Adams, fl 100; idem tbv van haar dochter Aaltje Jacobs, oud 9 jaar, ouders als voren, fl 100",Arch. Gecomm Raden Noorderquartier Inv 51,,
1211301,1696-10-26,Volger,"losrenten kantoor Alkmaar: verschijndag 01-15, Pieiter Adriaensz Volger tot Zaandam, fl 2500 - fl 100",Arch. Gecomm Raden Noorderquartier Inv 51,,
1211302,1701-03-10,Volger,"losrenten kantoor Alkmaar: verschijndag 03-15, Pieter Adriaensz Volger, totaal fl 12500 - 500 gld; lijfrenten: idem 1000 gld ten lijve van zijn dochter Maartje Pieters, oud 16 jaren, moeder Aagje Cornelis, fl 90; dezelfde lijfrente voor: hun dochter Sytje Pieters, oud 14 jaren, Neeltje Pieters, oud 11 jaren, zoon Cornelis Pieters, oud 8 jaren, zoon Adriaen Pieters, oud 6 jaren",Arch. Gecomm Raden Noorderquartier Inv 51,,
1211303,1702-06-06,Volger,"losrenten kantoor Alkmaar: verschijndag 08-15, Pieter Adriaansz Volger fl 2700 - fl 108 en fl 2000 - fl 80",Arch. Gecomm Raden Noorderquartier Inv 51,,
1211304,1703-09-28,Volger,"losrenten kantoor Alkmaar: verschijndag 08-01, Pieter Adriaensz Volger fl 1250 - fl 50 en fl 2750 - fl 110",Arch. Gecomm Raden Noorderquartier Inv 51,,
1211305,1709-01-12,Volger,"lijfrenten kantoor Alkmaar: de voogden fl 300 ten lijve van Natie Volger, oud 10 jaar, ouders waren Fredrik Volger en Aefje Watervis, fl 27; fl 300 ten lijve van Cornelis Volger, oud 7 jaar, ouders als voren; fl 300 ten lijve van Maertie Volger, oud 5 jaren, ouders als voren, fl 27",Arch. Gecomm Raden Noorderquartier Inv 51,,
1211306,1758-07-21,Volger,"voogden over Dirck Dircksz volger, overdracht van obligaties",G.A.Alkmaar Not Arch/Notaris J van Bodeghem,,
1211307,1689-05-07,Volger,"testament van Claes Volger, in de Beverwijk en zijn vrouw Maritgen Jansz Vinck",G.A.Alkmaar Not Arch no 208 akte no 44/Notaris Heymenbergh,,
1211308,1672-10-25,Volger,"verklaring voor weesmeesters te Graft: Jan Cornelisz Volger ter ener en Adriaen Cornelisz en Meyert Jansz, voogden van de 2 kinderen van Machtell Jans bij Jan Cornelisz Volger, ter andere zijde, betreffende de erfenis: de 2 kinderen, met name Pieter Jansz, oud 14 jaar, Cornelis Jansz, 7 jaar,  krijgen een som van 70 Kar gld, in beheer bij hun vader; hij verbindt daarvoor zijn huis en erf in het Noordeynde op de Lyndedyersbuyert, belend oost: Pieter Jansz Schoen, west: Teunis Gerritsz",R.A.H. Recht Arch 6492 fol 178/Weesboek Graft,hij tekent: Jan Cornielisz Volger,
1211309,1696-08-02,Volger,"verklaring van Jan Symonsz Volger, oud 40 jaren, Jan Dircksz Collis, oud 36 jaren, Joris Joosten Touw, oud 36 jaren, mr Gerrit van Tiel de jonge, oud 29 jaren, alle wonende te Graft, en Egge Cornelisz Voordewint, oud 37 jaren, wonende tot Sopmeer, dat de regeeders van de Rijp op 23 juni van dit jaar hebben doen afnemen zekere klampen van de Tilbrugge, liggende in de gemene Heereweg aan het westeinde van de Rijp in de Rijperdijk","Not Protocollen Graft no 1612 fol 546/Notaris Meynard Salm, notaris te Graft",,
1211310,1707-05-03,Volger,"huwelijksvoorwaarden van Jan Zymonsz Volger, weduwnaar, met Mary Jans, weduwe, te Graft: niet erin komen zijn huis en erf in de Noord, belend noord: Kornelis Kornelis Wever, zuid: Klaas Harmensz, en zijn weefgetouw met gereedschap","Not Protocollen Graft no 1616 fol 42/Reynier Kramer, notaris te Graft",,
1211311,1727-06-13,Volger,"attesteerden Cornelis van de Volger, Cornelis Pietersz Kieft, huislieden in de Bedijkte Schermer, tbv Pieter Swan, schipper van Warmenhuizen op Amsterdam",Not Arch Graft no 6567/Notaris Isaac Renses ,,
1211312,1729-12-27,Volger,"compareert Anne Jans, weduwe van Jan de Volger, wonende te Graf en machtigt Teunis Dekker, weesmeester van den Hoorn op Texel, om waar te nemen de rechten die zij heeft in de nalatenschap van haar vaders zuster, haer moeye Neeltje Pieters, onlangs op den Hoorn overleden","Not Protocollen Graft no 1622/Jan van Galen, notaris te Graft",,
1211313,,Volger,"huwelijken, dopen, begraven van leden van de familie Volger te: Assendelft, Beemster, Bergen, Driehuizen, Egmond, Graft, de Rijp, Hoorn, Noord Schermer, Zuid Schermer, Driehuizen, Oterleek, Oudorp, Wormer, Zaandam, Uitgeest, Alkmaar; aantekeningen bij 1769-08-06: doop te Noordschermer van Jacob, zoon van Pieter Crijnsz [Heynis] en moeder: Grietje Cornelis Volger; 1765-11-18: begraven te Noord Schermer: Cornelis Volger geeft aan het lijk van Guurtje Jans [Koeman?]",DTB ,,
1211314,1664,Volger,schepen te Uitgeest: Cornelis Jansz Volger,Lams p 490,,
1211315,1737-10-08,Volger,"specificatie van de gelden toebehorende aan het kind van Jan Dirksz Volger, gewoond en overleden te Graft, genaamd Jan Klinkert, o.a. verkochte meubelen, ter betaling van de schulden van de boedel, volgens opgave van de weesmeesters Willem Pietersz Vlottes en Jan Florisz, fl 81 - 8; voogd van de minderjarige Jan Klinkert is Hendrik Kist",R.A.H. 6495 fol 222/Weesboek Graft,,
1211316,1751-11-02,Volger,"compareert voor weesmeesters van Graft: Gerrit Claasz Volger, weduwnaar van Neeltje Sijmens, alhier overleden, als vader van zijn 2 minderjarige kinderen, Grietje, oud 10 jaren, Aagtje, oud 9 jaren, en de voogden Jan Cornelisz Pelgrom en Dirk Claasz, door weesmeesters aangesteld, en komen overeen dat vader aan zijn kinderen hun moeders erfdeel zal toewijzen",R.A.H. 6496 fol 55/Weesboek Graft,hij tekent: Gerret Klasen,
1211317,1753-02-12,Volger,"weesmeesters van Zuidschermer en Noordschermer stellen op verzoek van hun moeder Maartje Bruyn tot voogden over haar kinderen bij Jan Jansz Piets, Pieter Jansz Volger, wonende te Graft, oom van vaderszijde en Cornelis Aves, neeft van moederszijde uit de Rijp",R.A.H. 6340/Weesboek Zuidschermer,,
1211318,1783-09-02,Volger,"compareert voor weesmeesters van Graft: Jannetje Volger als moeder van haar 3 minderjarige kinderen, Dieuwertje, 16 jaar, Antje, 14 jaar, Maartje Jaspers Baey, oud 9 jaar, vader wijlen Jasper Baay, wonende te Graft, en verklaart geen middelen te bezitten om de kinderen iets voor vaders erfdeel te kunnen bewijzen",R.A.H. 6496 fol 220v/Weesboek Graft,,
1211319,1730-01-01,Volger~~,"gedoopt Geref Noordschermer: Pieter, zoon van Cornelis Dirksz en Maartje Pietersz, aen de Buurt; hij was geen Volger, maar een de Groot!  zie 1734-11-14",DTB Noordschermer,,
1211320,1754-01-16,Volger~~,"Albert Pietersz Backer is schuldig aan Krijn Dirks en Cornelis Raven als voogden over Dirk Cornelisz, minderjarig kind van wijlen Cornelis Dirksz, in de Schermer aan de Laanweg overleden, de somma van 200 gld; 1753-05-02:  Krijn Dirksz  verklaart dat zijn zwager Cornelis Dirksz, aan de Laanweg in Noordschermer, is overleden, en de voogdij over diens zoon Dirk Cornelisz bij Trijntje Lambers, zal komen op ooms van Dirk Cornelisz van vaderszijde: Dirk Dirksz, wonende aan het Drielmaerwegje en Jan Dirksz aan de Westdijk, beide in de Schermer",R.A.H. 6340/Weesboek Zuidschermer,,
1211321,1729,Volger,"lidmaten Noordschermer: Dirk Volger, aan de S.Vaert, westzijde",DTB Noordschermer 784/I,,
1211322,1761-11-09,Volger~,"op verzoek van Cornelis Raven wordt als voogd over de minderjarige kinderen van wijlen Jan Baas en Neeltje Garbrands, iplv wijlen zijn medevoogden Pieter Koppen en Jacob Pieter Schram, opnieuw aangesteld tot voogden Jacob Koeman en Cornelis Kokken; vgl 1755-01-13: Cornelis Pietersz Raven, Pieter Koppen, Jacob Schram, voogden over de minderjarige kinderen van wijlen Jan Jacobsz Koeman en Neeltje Garments, in Noordschermer overleden, met goedkeuring van deze rekening door Jacob Abrahamsz gehuwd met Grietje Jans; 1750-02-09: nog een rekening van deze boedel, moeder heet nu Neeltje Garbrants",R.A.H. 6340/Weesboek Zuidschermer,,
1211323,1761-12-14,Volger,"voogd Cornelis Raven over de minderjarige kinderen van wijlen Jan Jacobsz Koeman, gezegd Jan Baes en Neeltje Garmens, doet rekening van ontvangsten en uitgaven, mede voogden Cornelis Kokken en Jacob Koeman; goedgekeurd door Cornelis Volkjes gehuwd met Trijntje Jans; 1763-02-14: de voogden leggen rekening en verantwoording af, nu de kinderen Guurtje [gehuwd met Arian Volger] en Antie Jans meerderjarig zijn",R.A.H. 6340/Weesboek Zuidschermer,,
1211324,1763-01-10,Volger,"Arian Volger gehuwd met Guurtje Jans, woonachtig in de Schermer, de meerderjarige dochter Antje Jans in Noordschermer, Trijntje Jans weduwe van Cornelis Volkjes, verdelen de landerijen van Jan Koeman overleden in Noordschermer, die ze tot nu toe gemeen hadden; in dorso: ""deelacte tusschen de kinderen van Janbaas""",Not Arch no 6569/Notaris Klaas Renses,,
1211325,1763-02-14,Volger,"Arian Volger gehuwd met Guurtje Jans, woonachtig in de Schermer, de meerderjarige dochter Antje Jans in Noordschermer, verklaren de rekening van hun voogden goed te keuren, en hun aandeel ontvangen te hebben",R.A.H. Recht Arch no 6340/Weesboek Zuidschermer,Klaas Volger tekent met een kruisje,
1211326,1769-02-13,Volger,"compareert Klaas Volger, in gemeenschap van goederen gehuwd geweest met Vrouwtie Jans, eerder weduwe van Otto Jansz Drayer, ter ener en Klaas Bos, Jacob Kuyper en Gerrit Watervis als voogden over het minderjarige weeskind Jan Ottosz Drayer (aangesteld als voogden 1767-05-11): Klaas Volger zal uit de erfenis van moeder betalen fl 800 en uit vaders erfenis fl 100 aan de voogden, hetgeen hij op 8 mei doet; 1769-05-08: als voogd aangesteld iplv Gerrit Watervis, Pieter Volger in de Noordeyndermeer",R.A.H. Recht Arch no 6340/Weesboek Zuidschermer,,
1211327,1770-04-09,Volger,"Pieter Volger, woonachtig in de Noordeindermeer, is schuldig aan Klaas Bos en Jacob Kuyper, samen voogden voor Jan Ottosz Draijer, 100 gld ter zake van geleend geld",R.A.H. Recht Arch no 6340/Weesboek Zuidschermer,borg voor hem: Dirk Pietersz Groen en Cornelis Pietersz Groen,
1211328,1770-04-09,Volger,"compareert Klaas Muusz Kleyn, schepen in Noordschermer, die verklaart schuldig te zijn aan Klaas Bos, Jacob Kuyper en Pieter Volger, als voogden van Jan Ottesz Drayer, een somma van 500 gld",R.A.H. Recht Arch no 6340/Weesboek Zuidschermer,,
1211329,1775-10-28,Volger,"Geertje Volgers, vrouw van Jacob van de Velde",Allerhande Schepenakten Noordschermer no 6317,,
1211330,1777-01-10,Volger,"testament van Symon Volgers en zijn vrouw Aafje Simons Bontes, wonende in de Bergermeer, met als voogden over zijn voorkinderen: Claas Volger in de Egmondermeer en Cornelis Zeeuw, te Oost Graftdijk woonachtig",G.A. Alkmaar Not Arch no 684/Notaris Pieter de Lange te Alkmaar,,
1211331,1791-04-11,Volger,"weesmeesters stellen aan als voogden over Aafje Pieters Volger en Cornelis Pieters Volger,  minderjarige kinderen van Grietje Jans, gehuwd met Pieter Volger, wonende in de Memingwech ? molen, de persoon van Klaas Bos, oom van moederszijde wonende in de Schermer, en Dirk Kat, wonende in Zuydschermer; ""Pieter Volger bewijsde voor zijn moeders erfenis boven de tot hun mondige dage toe ieder kint een somma van 3 gld""",R.A.H. Recht Arch no 6341 fol 37,,met rood potlood bij geschreven: niet aan te sluiten
1211332,1792-10-06,Volger,"testament van Pieter Jansz Nieuwboer en zijn vrouw Aafje Gerritsdochter Volger, wonende te Oudorp: testateur benoemt tot voogden over zijn onmondige erfgename en legatarissen: Willem Woutersz Haakman en Jan Jansz Kuiper; testatrice benoemt Cornelis Kluis en Cornelis Klaasz Vink",G.A. Alkmaar Not Arch no 712/Notaris mr Hendrik Rijser te Alkmaar,,
